item_id,order_id,product_name,category,quantity,price_per_unit
100,2028,Mobile,Electronics,1,16618.17
101,3036,Router,Electronics,2,40477.48
102,4317,Backpack,Electronics,3,22140.97
103,3906,VR Headset,Electronics,3,11080.78
104,372,Hard Disk,Electronics,2,13076.2
105,1959,Tablet,Electronics,3,59843.7
106,1166,Monitor,Electronics,3,3347.33
107,2673,Headphones,Electronics,3,1013.74
108,2143,Router,Electronics,2,26097.4
109,4963,Charger,Electronics,2,52800.75
110,4265,AirPods,Electronics,2,22545.43
111,3166,Charger,Electronics,3,16073.67
112,23,TV,Electronics,1,49218.27
113,1738,Mic,Electronics,1,7832.21
114,1647,SSD,Electronics,3,42785.91
115,3577,Hard Disk,Electronics,3,27091.5
116,4337,Router,Electronics,3,52552.55
117,161,TV,Electronics,3,18406.96
118,1458,Charger,Electronics,3,6144.62
119,3717,SSD,Electronics,2,42008.54
120,4858,Mic,Electronics,1,22294.21
121,275,Charger,Electronics,3,55609.81
122,3132,Speaker,Electronics,1,29045.28
123,4767,AirPods,Electronics,2,45190.91
124,749,AirPods,Electronics,3,39813.89
125,351,Smartwatch,Electronics,1,9534.58
126,998,Mic,Electronics,2,38531.6
127,1828,Mouse,Electronics,1,55729.54
128,3301,Mouse,Electronics,2,48943.6
129,4333,Keyboard,Electronics,1,55946.01
130,1219,Charger,Electronics,2,1615.71
131,390,Tablet,Electronics,2,10155.12
132,3413,Camera,Electronics,2,48363.39
133,4442,SSD,Electronics,3,17899.82
134,4601,Smartwatch,Electronics,3,52691.0
135,55,Smartwatch,Electronics,2,3756.0
136,821,Mic,Electronics,2,9383.03
137,4271,Speaker,Electronics,2,1440.9
138,708,Mouse,Electronics,2,58405.42
139,1065,Backpack,Electronics,2,1056.01
140,4906,Charger,Electronics,2,54204.89
141,4539,Monitor,Electronics,2,22067.39
142,4913,Hard Disk,Electronics,1,30878.57
143,3260,SSD,Electronics,2,13882.89
144,887,SSD,Electronics,3,32001.34
145,3828,Hard Disk,Electronics,2,28362.67
146,1293,Monitor,Electronics,3,33656.07
147,3341,Camera,Electronics,2,3395.12
148,3736,Camera,Electronics,2,11952.6
149,506,AirPods,Electronics,1,32880.37
150,1133,Mouse,Electronics,2,18940.23
151,2523,Charger,Electronics,3,59849.69
152,2385,Hard Disk,Electronics,2,42842.45
153,3224,Mic,Electronics,3,20750.24
154,3459,Monitor,Electronics,1,51450.95
155,1857,Mic,Electronics,3,7724.36
156,640,Mic,Electronics,3,17549.7
157,3548,Tablet,Electronics,2,43527.57
158,3757,Keyboard,Electronics,3,34139.92
159,1733,Mobile,Electronics,1,45330.72
160,2709,Tablet,Electronics,3,34120.37
161,1513,Keyboard,Electronics,3,4515.17
162,643,Hard Disk,Electronics,2,19885.44
163,1222,Router,Electronics,3,30550.75
164,2064,TV,Electronics,3,41096.1
165,4671,Laptop,Electronics,1,39150.37
166,1334,Mouse,Electronics,3,31817.15
167,1112,Power Bank,Electronics,1,3593.37
168,2044,Backpack,Electronics,2,8882.22
169,2496,SSD,Electronics,3,30261.15
170,3329,TV,Electronics,2,22653.18
171,1346,Mouse,Electronics,2,10277.32
172,3315,Mic,Electronics,2,21530.89
173,1351,Charger,Electronics,2,53964.68
174,1408,Mic,Electronics,1,30750.41
175,3450,TV,Electronics,3,50037.11
176,577,Keyboard,Electronics,3,44895.2
177,2807,Router,Electronics,3,31373.93
178,2208,VR Headset,Electronics,1,14830.04
179,297,Mic,Electronics,1,4924.44
180,3220,Power Bank,Electronics,3,27653.66
181,4728,Router,Electronics,1,40196.9
182,4986,Charger,Electronics,3,34160.02
183,22,VR Headset,Electronics,1,31064.16
184,3161,Laptop,Electronics,1,22164.39
185,3723,Monitor,Electronics,3,55784.35
186,3722,Laptop,Electronics,2,3733.93
187,2561,Backpack,Electronics,2,1391.57
188,2401,Charger,Electronics,1,13977.26
189,3632,Charger,Electronics,3,39991.91
190,4620,Tablet,Electronics,2,22412.14
191,3473,Mobile,Electronics,3,56052.69
192,1164,Router,Electronics,3,51890.09
193,94,Keyboard,Electronics,2,56599.56
194,2652,Backpack,Electronics,3,20900.75
195,3063,Mobile,Electronics,2,20276.99
196,4422,Router,Electronics,3,18190.44
197,2039,Speaker,Electronics,2,2788.61
198,4006,Keyboard,Electronics,3,59174.98
199,4633,Router,Electronics,2,52109.08
200,3601,Mouse,Electronics,2,58632.65
201,834,SSD,Electronics,2,22648.04
202,2437,Mic,Electronics,1,9893.79
203,1139,VR Headset,Electronics,1,58734.36
204,4455,Laptop,Electronics,2,52225.23
205,2218,Smartwatch,Electronics,1,53676.67
206,4698,SSD,Electronics,2,7290.28
207,4940,Hard Disk,Electronics,2,26997.4
208,187,Router,Electronics,3,16035.91
209,44,Camera,Electronics,1,12918.37
210,1542,TV,Electronics,1,57472.66
211,2994,Keyboard,Electronics,3,27540.77
212,3559,Camera,Electronics,2,40440.4
213,4246,AirPods,Electronics,2,25399.92
214,2516,Camera,Electronics,3,47345.45
215,3379,Camera,Electronics,2,53300.65
216,4307,Mouse,Electronics,3,8146.71
217,831,Monitor,Electronics,3,7411.71
218,2916,Hard Disk,Electronics,1,46546.14
219,1681,Monitor,Electronics,2,56006.89
220,3103,Mobile,Electronics,1,30271.73
221,3631,Backpack,Electronics,2,31534.38
222,774,Mouse,Electronics,2,53273.85
223,3268,Laptop,Electronics,1,21065.51
224,370,Mic,Electronics,2,56166.13
225,1487,Laptop,Electronics,3,58292.72
226,2894,TV,Electronics,3,58630.9
227,4186,TV,Electronics,1,3612.13
228,1338,Power Bank,Electronics,1,30956.83
229,1288,Laptop,Electronics,3,42807.02
230,2127,Router,Electronics,3,49110.92
231,4203,AirPods,Electronics,1,1988.62
232,2498,Mobile,Electronics,3,39129.41
233,3201,Headphones,Electronics,1,32388.6
234,3406,Headphones,Electronics,3,55362.52
235,1395,SSD,Electronics,3,33060.29
236,4289,TV,Electronics,1,55513.41
237,1636,Camera,Electronics,3,4326.44
238,1818,Charger,Electronics,2,25970.55
239,420,Hard Disk,Electronics,2,21409.38
240,3541,SSD,Electronics,1,6061.46
241,1972,Laptop,Electronics,3,40338.09
242,3506,Speaker,Electronics,3,18237.52
243,3537,Camera,Electronics,3,2491.43
244,3410,Headphones,Electronics,2,23252.87
245,4000,Headphones,Electronics,1,44100.2
246,3066,Keyboard,Electronics,1,44226.9
247,1997,Laptop,Electronics,1,53991.97
248,1511,Headphones,Electronics,1,37734.59
249,2319,Mic,Electronics,3,11636.82
250,2145,Laptop,Electronics,1,29395.05
251,2965,Tablet,Electronics,1,14241.37
252,2342,TV,Electronics,2,34913.01
253,2710,SSD,Electronics,2,4102.61
254,1546,Mobile,Electronics,1,11251.75
255,1302,Mobile,Electronics,2,57142.52
256,4337,Laptop,Electronics,2,37437.85
257,2284,Camera,Electronics,3,54391.07
258,2554,Speaker,Electronics,1,10541.02
259,1262,Headphones,Electronics,2,44536.79
260,2877,Charger,Electronics,1,32201.49
261,378,Smartwatch,Electronics,3,56672.84
262,4403,Mic,Electronics,1,20391.43
263,1527,Headphones,Electronics,3,10742.58
264,4218,Monitor,Electronics,3,30965.29
265,1437,VR Headset,Electronics,2,33302.31
266,763,Smartwatch,Electronics,1,1565.51
267,1064,Camera,Electronics,1,57177.83
268,3676,TV,Electronics,2,44484.53
269,396,Power Bank,Electronics,3,45394.71
270,1229,Tablet,Electronics,1,26144.61
271,2611,AirPods,Electronics,1,15924.16
272,3742,Power Bank,Electronics,2,9938.63
273,2010,Camera,Electronics,3,44873.52
274,3174,TV,Electronics,2,20511.05
275,2643,TV,Electronics,2,30529.69
276,891,Headphones,Electronics,1,4634.68
277,3694,Smartwatch,Electronics,2,8553.56
278,2502,SSD,Electronics,2,9095.71
279,4577,Charger,Electronics,3,9278.69
280,4827,Charger,Electronics,3,31779.25
281,3594,Charger,Electronics,3,6225.4
282,4434,Headphones,Electronics,2,30535.67
283,548,Headphones,Electronics,3,51516.39
284,1499,Speaker,Electronics,1,8690.44
285,2523,Mobile,Electronics,3,9976.83
286,264,Charger,Electronics,2,49960.95
287,4876,Laptop,Electronics,1,25860.86
288,2021,Monitor,Electronics,2,50480.59
289,3781,Monitor,Electronics,1,5097.65
290,3823,Charger,Electronics,2,51044.37
291,198,Headphones,Electronics,3,51023.69
292,585,Camera,Electronics,2,50537.83
293,2839,VR Headset,Electronics,3,26753.47
294,167,Mobile,Electronics,2,53373.81
295,4735,Monitor,Electronics,3,57367.61
296,590,Mobile,Electronics,2,41942.5
297,1744,Smartwatch,Electronics,3,51810.87
298,2841,TV,Electronics,1,56343.84
299,4453,Monitor,Electronics,1,34775.3
300,2991,Mic,Electronics,3,46045.09
301,2989,Smartwatch,Electronics,1,9834.18
302,4292,Monitor,Electronics,2,55555.1
303,2742,Tablet,Electronics,2,17419.07
304,4461,Power Bank,Electronics,2,41302.39
305,748,Router,Electronics,2,33239.2
306,968,AirPods,Electronics,2,15542.97
307,4532,SSD,Electronics,3,58262.76
308,2868,Tablet,Electronics,2,18456.96
309,1860,Camera,Electronics,1,49186.56
310,3244,AirPods,Electronics,2,54133.2
311,2959,Headphones,Electronics,3,44698.81
312,3424,Smartwatch,Electronics,2,27673.21
313,3384,Smartwatch,Electronics,1,28779.71
314,4079,Charger,Electronics,2,24438.55
315,1867,Monitor,Electronics,1,1415.53
316,4969,Camera,Electronics,3,33031.08
317,1083,Mouse,Electronics,1,46407.72
318,273,Keyboard,Electronics,2,32390.47
319,454,Laptop,Electronics,3,25462.32
320,2949,SSD,Electronics,2,56706.24
321,4011,Camera,Electronics,3,23732.51
322,3759,SSD,Electronics,3,28708.65
323,61,Charger,Electronics,2,4745.53
324,1259,Monitor,Electronics,2,24641.51
325,3446,Power Bank,Electronics,2,34315.7
326,4397,Tablet,Electronics,2,5160.53
327,4365,VR Headset,Electronics,3,59818.42
328,3488,Hard Disk,Electronics,1,2129.68
329,1758,Hard Disk,Electronics,1,21726.02
330,4459,Mic,Electronics,2,33879.78
331,2270,AirPods,Electronics,2,16481.71
332,173,Charger,Electronics,3,45213.15
333,2966,Smartwatch,Electronics,2,29978.93
334,196,Tablet,Electronics,3,26520.63
335,1939,Mic,Electronics,1,17590.81
336,4867,Mouse,Electronics,3,51288.21
337,4770,Camera,Electronics,2,33293.89
338,4020,Keyboard,Electronics,3,12907.93
339,74,Mic,Electronics,3,10577.63
340,1748,SSD,Electronics,1,30183.4
341,3644,AirPods,Electronics,2,23878.53
342,4017,SSD,Electronics,3,59972.4
343,2034,Tablet,Electronics,1,49033.48
344,3519,Power Bank,Electronics,1,12227.54
345,2881,AirPods,Electronics,3,29833.68
346,2567,Charger,Electronics,2,42279.6
347,3967,Router,Electronics,1,58948.03
348,4820,Charger,Electronics,3,30526.13
349,382,Charger,Electronics,3,51797.58
350,2745,AirPods,Electronics,3,10373.04
351,630,Mouse,Electronics,2,11620.01
352,3180,VR Headset,Electronics,3,56082.96
353,3037,VR Headset,Electronics,3,18835.81
354,4616,Headphones,Electronics,1,11083.49
355,1294,Router,Electronics,1,28733.76
356,2989,Tablet,Electronics,1,55373.3
357,289,TV,Electronics,1,12623.32
358,1621,Backpack,Electronics,3,24923.02
359,3743,Mic,Electronics,1,29864.85
360,1784,Smartwatch,Electronics,1,45983.28
361,495,Headphones,Electronics,1,20121.85
362,2080,TV,Electronics,3,40178.18
363,588,Mic,Electronics,2,55527.76
364,1413,Camera,Electronics,3,54174.61
365,4140,Camera,Electronics,1,23210.81
366,852,SSD,Electronics,3,12275.54
367,1996,VR Headset,Electronics,1,38764.19
368,717,Tablet,Electronics,1,55313.99
369,2763,Smartwatch,Electronics,1,58748.64
370,914,VR Headset,Electronics,2,1232.54
371,240,Tablet,Electronics,3,1770.31
372,4634,Mouse,Electronics,3,6124.16
373,1819,Keyboard,Electronics,1,34099.13
374,4161,Hard Disk,Electronics,1,47005.12
375,613,Camera,Electronics,1,9298.83
376,3102,Mobile,Electronics,2,35794.27
377,16,AirPods,Electronics,3,22101.36
378,3536,Monitor,Electronics,1,5141.89
379,1654,Smartwatch,Electronics,2,36758.2
380,1554,Camera,Electronics,1,37397.72
381,3031,Keyboard,Electronics,2,16921.0
382,679,Laptop,Electronics,3,22314.07
383,2461,Speaker,Electronics,3,7097.24
384,4585,VR Headset,Electronics,2,10866.16
385,3329,Speaker,Electronics,3,39607.23
386,1646,Power Bank,Electronics,3,9616.67
387,3219,Headphones,Electronics,1,59603.72
388,2453,Laptop,Electronics,2,39152.88
389,2882,Monitor,Electronics,2,18422.85
390,1744,SSD,Electronics,1,6259.47
391,2703,Monitor,Electronics,2,43031.42
392,2240,Laptop,Electronics,2,20061.86
393,3138,Mic,Electronics,2,7970.71
394,2319,Hard Disk,Electronics,1,15588.13
395,1524,Smartwatch,Electronics,1,8928.39
396,1848,Keyboard,Electronics,1,17431.39
397,1514,Laptop,Electronics,3,46769.66
398,49,Backpack,Electronics,2,29957.01
399,2835,SSD,Electronics,3,35736.96
400,4849,Keyboard,Electronics,3,35720.33
401,397,Backpack,Electronics,3,57064.02
402,4063,Power Bank,Electronics,2,23768.38
403,1667,SSD,Electronics,2,9095.6
404,1891,Monitor,Electronics,1,6525.53
405,4171,Speaker,Electronics,2,11716.79
406,3698,Router,Electronics,2,51593.87
407,877,Headphones,Electronics,2,21523.2
408,3005,Mic,Electronics,2,58768.71
409,2797,Charger,Electronics,1,31921.0
410,2681,VR Headset,Electronics,1,46919.43
411,4,Backpack,Electronics,3,27677.93
412,1687,Hard Disk,Electronics,1,54955.73
413,1779,Tablet,Electronics,1,20216.61
414,1864,TV,Electronics,2,45440.36
415,1030,Backpack,Electronics,3,56732.11
416,818,Headphones,Electronics,1,3106.9
417,3452,Laptop,Electronics,2,27994.44
418,4637,Router,Electronics,3,38695.46
419,4471,Monitor,Electronics,2,21569.33
420,2031,Power Bank,Electronics,2,17436.55
421,1466,Keyboard,Electronics,3,58585.78
422,629,Charger,Electronics,1,58729.01
423,3703,TV,Electronics,1,23268.01
424,2946,AirPods,Electronics,1,59058.34
425,3094,Laptop,Electronics,2,27573.23
426,942,SSD,Electronics,1,59066.76
427,3067,Keyboard,Electronics,1,18280.43
428,4447,Charger,Electronics,3,2123.58
429,3412,Backpack,Electronics,1,29837.02
430,2230,Backpack,Electronics,3,42871.45
431,4879,Headphones,Electronics,1,35977.18
432,4011,Smartwatch,Electronics,3,52095.12
433,3339,Mic,Electronics,2,56213.79
434,3952,Laptop,Electronics,2,51895.48
435,1622,Charger,Electronics,1,57701.16
436,3861,VR Headset,Electronics,1,45303.82
437,4913,Mic,Electronics,1,44554.14
438,3282,Backpack,Electronics,2,22579.93
439,2738,AirPods,Electronics,2,48179.31
440,3163,Laptop,Electronics,1,28569.3
441,4322,Charger,Electronics,2,51273.58
442,3225,AirPods,Electronics,3,35241.89
443,4562,Mouse,Electronics,3,52070.54
444,1980,Keyboard,Electronics,2,51375.79
445,5000,Headphones,Electronics,1,4063.19
446,3304,Monitor,Electronics,2,30886.3
447,4998,Router,Electronics,1,7082.12
448,1422,TV,Electronics,3,12730.95
449,4267,AirPods,Electronics,3,45215.06
450,1065,Keyboard,Electronics,3,21589.9
451,2563,Headphones,Electronics,3,9327.51
452,2993,Speaker,Electronics,2,20337.28
453,107,Power Bank,Electronics,2,42154.49
454,1702,Speaker,Electronics,3,57298.46
455,3644,Monitor,Electronics,3,45701.48
456,2167,Laptop,Electronics,2,14921.02
457,276,Laptop,Electronics,1,3654.55
458,488,Monitor,Electronics,1,14283.74
459,2112,Mobile,Electronics,2,18328.81
460,159,Mouse,Electronics,2,24624.89
461,394,Monitor,Electronics,2,40077.83
462,2709,Mouse,Electronics,2,1989.92
463,581,Charger,Electronics,2,29410.97
464,1371,Camera,Electronics,1,480.3
465,1775,Mobile,Electronics,2,13496.73
466,2573,SSD,Electronics,3,4964.0
467,1710,Hard Disk,Electronics,3,23728.81
468,2059,Laptop,Electronics,3,3706.64
469,896,Keyboard,Electronics,2,5741.74
470,150,Hard Disk,Electronics,2,25298.92
471,1959,Router,Electronics,3,58990.28
472,1019,TV,Electronics,1,46667.12
473,4557,Charger,Electronics,2,11098.95
474,4914,SSD,Electronics,1,48824.23
475,1515,Headphones,Electronics,3,32396.65
476,616,Tablet,Electronics,3,1672.64
477,549,Power Bank,Electronics,1,40244.65
478,664,Power Bank,Electronics,1,24086.46
479,547,TV,Electronics,1,58577.82
480,1554,Backpack,Electronics,3,14274.06
481,716,Mic,Electronics,2,39877.1
482,1786,Mouse,Electronics,2,22092.62
483,611,Router,Electronics,3,7723.85
484,3675,TV,Electronics,2,52626.81
485,726,Smartwatch,Electronics,1,46063.71
486,4947,Router,Electronics,1,57042.14
487,2737,Smartwatch,Electronics,1,19705.12
488,2868,Charger,Electronics,2,32925.78
489,2421,TV,Electronics,1,10297.68
490,2521,VR Headset,Electronics,2,20871.52
491,3582,Mouse,Electronics,3,24325.81
492,4930,Power Bank,Electronics,2,27004.79
493,1761,Mic,Electronics,1,49717.18
494,2707,Router,Electronics,1,13205.68
495,1276,VR Headset,Electronics,3,41552.02
496,4104,Mic,Electronics,2,59192.29
497,4526,Laptop,Electronics,2,21771.9
498,3040,Hard Disk,Electronics,3,54628.13
499,30,Smartwatch,Electronics,2,5507.05
500,1626,Headphones,Electronics,2,51413.56
501,3586,Headphones,Electronics,3,36924.74
502,4331,Power Bank,Electronics,1,29319.84
503,3379,Smartwatch,Electronics,1,28139.18
504,4818,Keyboard,Electronics,2,42647.81
505,3540,Mic,Electronics,2,21517.38
506,4484,Hard Disk,Electronics,3,12423.56
507,4320,Backpack,Electronics,2,38843.5
508,2120,TV,Electronics,1,9547.48
509,4356,Charger,Electronics,3,4351.6
510,2745,Monitor,Electronics,1,56884.6
511,4074,Monitor,Electronics,2,4038.1
512,375,Headphones,Electronics,2,31498.45
513,2556,VR Headset,Electronics,3,48343.92
514,2974,Charger,Electronics,3,58001.82
515,4259,Charger,Electronics,2,20209.26
516,526,AirPods,Electronics,1,34033.16
517,4042,Hard Disk,Electronics,1,6339.11
518,4124,AirPods,Electronics,1,55543.63
519,1207,Mouse,Electronics,1,31025.15
520,3049,Mobile,Electronics,1,41697.05
521,1012,Headphones,Electronics,2,15058.21
522,517,Charger,Electronics,1,1127.19
523,4164,TV,Electronics,1,48827.22
524,2171,Power Bank,Electronics,1,1969.5
525,3774,Keyboard,Electronics,3,26103.16
526,1787,Smartwatch,Electronics,2,28884.51
527,2833,Mouse,Electronics,3,26975.32
528,159,Mouse,Electronics,1,50104.72
529,2959,Tablet,Electronics,3,2309.42
530,4926,Keyboard,Electronics,1,43664.8
531,4444,Charger,Electronics,2,31238.94
532,3829,Monitor,Electronics,1,41115.24
533,80,Power Bank,Electronics,3,33617.01
534,3667,SSD,Electronics,2,15250.29
535,144,Backpack,Electronics,3,41201.6
536,3567,Headphones,Electronics,3,57830.93
537,4653,Backpack,Electronics,2,18858.53
538,2688,VR Headset,Electronics,1,45252.8
539,572,VR Headset,Electronics,1,8347.15
540,1459,Headphones,Electronics,1,22634.41
541,1331,Keyboard,Electronics,1,42282.06
542,1721,Mobile,Electronics,1,59033.93
543,3876,Mobile,Electronics,3,26711.74
544,1240,Router,Electronics,2,54471.44
545,281,Tablet,Electronics,3,44830.57
546,650,Smartwatch,Electronics,2,31107.08
547,450,Keyboard,Electronics,2,59497.53
548,2109,Router,Electronics,2,38765.96
549,4649,AirPods,Electronics,2,29474.21
550,2722,Mobile,Electronics,1,2233.79
551,2381,Charger,Electronics,2,42530.76
552,285,Laptop,Electronics,3,42076.96
553,106,Mouse,Electronics,1,49495.8
554,542,Camera,Electronics,2,15583.48
555,214,Smartwatch,Electronics,1,24927.0
556,197,Smartwatch,Electronics,2,40271.39
557,2656,Mic,Electronics,1,52618.19
558,938,Charger,Electronics,3,50908.73
559,2040,Keyboard,Electronics,3,57829.62
560,4357,Camera,Electronics,1,4119.16
561,3876,VR Headset,Electronics,2,51670.19
562,997,Tablet,Electronics,2,52336.76
563,4682,TV,Electronics,1,47994.65
564,3510,Charger,Electronics,3,33217.5
565,3064,Camera,Electronics,2,7853.59
566,4624,Mouse,Electronics,1,52958.14
567,3418,Keyboard,Electronics,1,24621.02
568,3851,Keyboard,Electronics,3,40180.42
569,1689,AirPods,Electronics,3,10858.8
570,2068,Mobile,Electronics,3,28138.96
571,302,Hard Disk,Electronics,3,50368.14
572,1455,Charger,Electronics,3,19424.08
573,3239,SSD,Electronics,1,24501.17
574,2936,Backpack,Electronics,2,3094.8
575,4385,Mic,Electronics,1,4809.45
576,376,Keyboard,Electronics,3,44922.09
577,341,Hard Disk,Electronics,3,23722.23
578,4342,TV,Electronics,2,52617.1
579,1281,Mic,Electronics,3,40023.64
580,2419,TV,Electronics,1,43908.61
581,4380,Mic,Electronics,2,26470.56
582,3707,Tablet,Electronics,3,44536.65
583,871,Laptop,Electronics,1,10740.21
584,1424,Smartwatch,Electronics,1,51310.46
585,2584,Mobile,Electronics,1,33098.32
586,534,Speaker,Electronics,2,34570.3
587,105,Hard Disk,Electronics,2,13272.79
588,3787,SSD,Electronics,1,5556.19
589,3734,TV,Electronics,2,50226.87
590,3189,Keyboard,Electronics,3,5934.03
591,3086,AirPods,Electronics,2,5307.16
592,2866,Backpack,Electronics,1,17363.07
593,176,Tablet,Electronics,2,55511.7
594,4060,Monitor,Electronics,3,35290.22
595,3712,Smartwatch,Electronics,1,54881.75
596,3506,Power Bank,Electronics,3,18912.77
597,3382,Mobile,Electronics,1,42075.5
598,2444,VR Headset,Electronics,1,17749.47
599,3396,TV,Electronics,2,55743.19
600,307,Speaker,Electronics,3,18615.52
601,4259,Mic,Electronics,3,53314.4
602,2729,VR Headset,Electronics,3,43457.44
603,162,Mobile,Electronics,2,39295.35
604,3572,SSD,Electronics,2,26580.46
605,4200,Mouse,Electronics,1,21533.39
606,3959,Charger,Electronics,1,17353.91
607,2442,Mouse,Electronics,2,48325.57
608,2475,Mouse,Electronics,1,44464.88
609,471,Hard Disk,Electronics,1,27165.78
610,2677,Keyboard,Electronics,2,43838.83
611,4829,Headphones,Electronics,3,57108.97
612,1407,Mobile,Electronics,3,35571.68
613,4459,Power Bank,Electronics,3,7976.98
614,3119,Keyboard,Electronics,1,20021.8
615,4781,Hard Disk,Electronics,1,5749.52
616,917,SSD,Electronics,3,44422.19
617,3857,Laptop,Electronics,1,43539.62
618,1034,Tablet,Electronics,3,21714.64
619,3597,Smartwatch,Electronics,2,8326.17
620,1051,Hard Disk,Electronics,1,24636.48
621,2466,Speaker,Electronics,3,45108.02
622,3956,Keyboard,Electronics,1,47329.31
623,3828,SSD,Electronics,1,31574.85
624,20,Monitor,Electronics,2,57625.91
625,2788,Headphones,Electronics,3,24139.42
626,986,SSD,Electronics,1,19862.96
627,2263,Keyboard,Electronics,3,35772.16
628,1255,VR Headset,Electronics,2,6295.11
629,2881,Laptop,Electronics,3,30117.13
630,4521,Monitor,Electronics,1,3923.7
631,511,Mic,Electronics,2,34069.08
632,3926,AirPods,Electronics,2,21812.71
633,1974,SSD,Electronics,1,47037.81
634,4416,TV,Electronics,1,51235.6
635,1960,Router,Electronics,2,3803.2
636,3926,Tablet,Electronics,3,40853.82
637,1650,Backpack,Electronics,1,20277.75
638,559,Camera,Electronics,1,22014.38
639,4965,Headphones,Electronics,2,25138.3
640,1086,Tablet,Electronics,3,50807.13
641,2331,VR Headset,Electronics,1,50964.13
642,2781,Headphones,Electronics,2,13071.02
